game_name,reviews_like_rate,all_reviews_number_k,release_date,developer,user_defined_tags,supported_os,supported_languages,price,other_features,age_restriction,rating,difficulty,length,estimated_downloads_k,day,month,year,total_revenue_million,main_tag,main_feature,reviews_like_rate_MinMax,all_reviews_number_MinMax,price_MinMax,difficulty_MinMax,age_restriction_MinMax,rating_MinMax,length_MinMax,estimated_downloads_MinMax,total_revenue_MinMax,developer_Cod,main_tag_Cod,main_feature_Cod,supported_os_Cod,generation
Super Bunny Man,86,8.03,2023-05-17,Catobyte,"Platformer, Sandbox, 2D","win, mac, linux","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",7.99,"Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",0,3.42,4,15,1340.0,17,5,2023,10.71,Platformer,Single-player,0.825,0.0009109764713633069,0.09988748593574197,0.75,0.0,0.6824324324324323,0.1772151898734177,0.0043763608252685585,0.00217206132879046,278,23,7,4,9
PARANOIA PLACE,88,0.84,2025-04-09,Bloody Pixel Games,"Puzzle, Survival, Horror",win,"English, Ukrainian, Simplified Chinese, Japanese, French, Italian, German, Spanish - Spain, Korean, Polish, Portuguese - Portugal, Spanish - Latin America, Portuguese - Brazil",4.99,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Family Sharing",17,3.86,2,7,75.4,9,4,2025,0.38,Puzzle,Single-player,0.8500000000000001,9.427811361989337e-05,0.06238279784973122,0.25,1.0,0.7815315315315314,0.0759493670886076,0.00024597453093937286,7.70666017684757e-05,211,24,7,0,9
FAR: Changing Tides,92,4.2,2022-03-01,Okomotive,"Action, Adventure, 2.5D, Puzzle, Platformer",win,"English, French, Italian, German, Spanish - Spain, Arabic, Dutch, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Ukrainian",10.49,"Single-player, Steam Achievements, Steam Cloud, Remote Play on TV, Family Sharing",0,3.53,2,7,281.0,1,3,2022,2.95,Action,Single-player,0.9000000000000001,0.0004759340916474135,0.13114139267408426,0.25,0.0,0.7072072072072071,0.0759493670886076,0.0009174970851969092,0.0005982801979394825,1080,2,7,0,9
The Walking Dead: Michonne - A Telltale Miniseries,79,5.44,2016-02-23,Telltale Games,"Adventure, Story Rich, Survival","win, mac","English, French, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Russian",7.99,"Single-player, Steam Achievements, Family Sharing",17,3.25,1,6,1570.0,23,2,2016,12.54,Adventure,Single-player,0.7375,0.0006167833216337602,0.09988748593574197,0.0,1.0,0.6441441441441441,0.06329113924050633,0.005127577690439927,0.002543197858359698,1527,3,7,3,8
Supraland,96,10.36,2019-04-05,Supra Games,"Puzzle, Platformer, FPS, Combat","win, linux","English, French, Italian, German, Portuguese - Portugal, Portuguese - Brazil, Finnish, Russian, Japanese, Traditional Chinese, Simplified Chinese, Spanish - Spain, Turkish, Hungarian, Polish, Korean",5.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.81,3,20,1830.0,5,4,2019,10.05,Puzzle,Single-player,0.9500000000000002,0.0011756367180312003,0.06863357919739968,0.5,0.7647058823529411,0.7702702702702702,0.24050632911392406,0.005976779364111908,0.0020382088099294236,1473,24,7,1,8
Arena Story～Rouge And Princess Knight～,97,0.04,2023-03-17,Kokutou Umeboshi,"RPG, Roguelike, Strategy, 2D",win,"English, Japanese, Simplified Chinese",8.99,"Single-player, Family Sharing",17,4.08,2,3,2.0,17,3,2023,0.02,RPG,Single-player,0.9625000000000001,3.4076426609600013e-06,0.11238904863107889,0.25,1.0,0.831081081081081,0.025316455696202535,6.2383661412057114e-06,4.056136935182932e-06,823,25,7,0,9
Infinity Nikki,37,5.25,2025-04-28,Infold Games,"Open World, RPG, Fantasy, Simulation",win,"English, French, Italian, German, Indonesian, Japanese, Thai, Simplified Chinese, Traditional Chinese, Portuguese - Brazil, Spanish - Latin America, Korean",0.0,"Single-player, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases",13,3.58,2,76,423.8,28,4,2025,0.0,Open World,Single-player,0.21250000000000002,0.0005952015847810135,0.0,0.25,0.7647058823529411,0.7184684684684685,0.949367088607595,0.0013839047736598283,0.0,736,21,7,0,9
Ultimate Zombie Defense,86,1.35,2020-12-08,Terror Dog Studio,"Action, Survival, Shooter, Building","win, mac","English, German, Spanish - Spain, Russian, Simplified Chinese, Dutch, French, Italian, Polish, Portuguese - Portugal, Portuguese - Brazil, Spanish - Latin America, Traditional Chinese, Turkish, Japanese, Korean",2.99,"Single-player, Online Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",10,3.0,3,3,1590.0,8,12,2020,4.75,Action,Single-player,0.825,0.00015220803885621342,0.037379672459057385,0.5,0.5882352941176471,0.5878378378378378,0.025316455696202535,0.005192900896107002,0.0009633325221059463,1536,2,7,3,9
SpiderHeck,94,3.22,2022-09-22,Neverjam,"2D, Fighting",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Polish, Ukrainian",7.99,"Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Includes level editor, Remote Play Together, Family Sharing",10,3.5,2,22,537.0,22,9,2022,4.29,2D,Single-player,0.925,0.0003646177647227202,0.09988748593574197,0.25,0.5882352941176471,0.7004504504504504,0.26582278481012656,0.0017536341177354757,0.0008700413725967388,1023,1,7,0,9
The Life and Suffering of Sir Brante,90,7.08,2021-03-04,Sever,"Story Rich, RPG, Visual Novel",win,"English, Russian, Korean, Portuguese - Brazil, Japanese, Simplified Chinese",8.1,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",13,3.87,3,17,1100.0,4,3,2021,8.91,Story Rich,Single-player,0.875,0.0008030677870995736,0.10126265783222903,0.5,0.7647058823529411,0.7837837837837838,0.20253164556962025,0.0035924823572636515,0.0018070090046239961,1338,35,7,0,9
Anger Foot,93,2.59,2024-07-11,Free Lives,"FPS, Action, Combat",win,"English, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish",12.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,3.5,3,9,176.6,11,7,2024,2.29,FPS,Single-player,0.9125000000000001,0.0002930572688425601,0.16239529941242656,0.5,1.0,0.7004504504504504,0.10126582278481013,0.0005765099516147749,0.0004644276790784457,581,14,7,0,9
Homicipher,96,6.15,2024-11-01,八名木Games,"Horror, Visual Novel","win, mac","English, Japanese, Simplified Chinese, Traditional Chinese",7.79,"Single-player, Family Sharing",17,2.5,3,12,364.0,1,11,2024,2.84,Horror,Single-player,0.9500000000000002,0.0006974308646098136,0.09738717339667459,0.5,1.0,0.47522522522522515,0.13924050632911392,0.0011885883887152724,0.0005759714447959763,1796,17,7,3,9
Neon White,98,14.86,2022-06-16,Angel Matrix,"FPS, Platformer, Action",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish",12.99,"Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",13,4.1,3,20,903.0,16,6,2022,11.73,FPS,Single-player,0.9750000000000001,0.0016867831171752006,0.16239529941242656,0.5,0.7647058823529411,0.8355855855855854,0.24050632911392406,0.0029490487814429578,0.0023789243124847895,91,14,7,0,9
DRAGON QUEST BUILDERS™ 2,92,6.15,2019-12-10,Square Enix,"RPG, Open World, Survival, Crafting, Adventure, Cute",win,"English, French, Italian, German, Spanish - Spain, Korean, Traditional Chinese, Japanese, Simplified Chinese",39.99,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Remote Play on Tablet, Family Sharing",10,4.29,3,47,463.0,10,12,2019,18.52,RPG,Single-player,0.9000000000000001,0.0006974308646098136,0.49993749218652334,0.5,0.5882352941176471,0.8783783783783783,0.5822784810126582,0.0015119382567672962,0.0037559828019793945,1410,25,7,0,8
Supermarket Together,94,66.82,2024-08-09,DeadDevsTellNoLies,"Simulation, Management",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese, Czech, Polish, Portuguese - Brazil, Russian, Ukrainian",0.0,"Single-player, Online Co-op, Steam Achievements, Steam Cloud",0,2.88,2,3,9580.0,9,8,2024,0.0,Simulation,Single-player,0.925,0.007588820205957922,0.0,0.25,0.0,0.5608108108108107,0.025316455696202535,0.03128952156010367,0.0,406,31,7,0,9
Legend of Heroes: Three Kingdoms,89,4.43,2025-03-26,Free Wing,"Early Access, Simulation, Strategy, RPG",win,"English, Simplified Chinese",10.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,3.97,3,49,343.4,26,3,2025,3.6,Early Access,Single-player,0.8625,0.0005020593520481068,0.13114139267408426,0.5,0.0,0.8063063063063063,0.6075949367088608,0.0011213054868781846,0.0007301046483329277,582,13,7,0,9
PlayM2M,54,0.24,2025-03-28,Laniatus LLC,"Early Access, MMORPG",win,"English, Hungarian, Turkish",0.0,"MMO, Steam Achievements",17,1.7,3,20,7.1,28,3,2025,0.0,Early Access,MMO,0.42500000000000004,2.6125260400693343e-05,0.0,0.5,1.0,0.29504504504504503,0.24050632911392406,2.2895783586309967e-05,0.0,850,13,2,0,9
Sunset Motel,79,0.38,2025-04-18,Efkey Studios,"Simulation, Management, Building",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Russian, Simplified Chinese, Turkish",9.89,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,2.78,3,20,20.9,18,4,2025,0.21,Simulation,Single-player,0.7375,4.202759281850668e-05,0.12364045505688212,0.5,0.0,0.5382882882882882,0.24050632911392406,6.796879549659207e-05,4.258943781942078e-05,488,31,7,0,9
Car Manufacture,77,1.03,2024-08-01,STEREO GAMES S.A.,"Early Access, Automation, Simulation",win,"English, French, Italian, German, Spanish - Spain, Polish, Simplified Chinese, Arabic, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Portuguese - Brazil, Portuguese - Portugal, Romanian, Russian, Spanish - Latin America, Swedish, Thai, Turkish, Ukrainian, Vietnamese",10.49,"Single-player, Steam Trading Cards, Family Sharing",0,2.34,3,18,77.2,1,8,2024,0.81,Early Access,Single-player,0.7125,0.00011585985047264004,0.13114139267408426,0.5,0.0,0.43918918918918914,0.2151898734177215,0.00025185361944940964,0.00016427354587490874,1302,13,7,0,9
Tavern Talk,88,1.18,2024-06-20,Gentle Troll Entertainment,"Fantasy, Visual Novel, 2D, Simulation","win, mac","English, German, Japanese, Simplified Chinese, Korean",9.29,"Single-player, Steam Achievements, Family Sharing",10,3.5,1,20,53.7,20,6,2024,0.5,Fantasy,Single-player,0.8500000000000001,0.00013289806377744004,0.11613951743967996,0.0,0.5882352941176471,0.7004504504504504,0.24050632911392406,0.00017509885279059592,0.0001014034233795733,631,15,7,3,9
Sid Meier’s Civilization® VI,87,254.0,2016-10-21,Firaxis Games,"Strategy, Turn-Based, Simulation, Management","win, mac, linux","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",59.99,"Single-player, Online PvP, LAN PvP, Shared/Split Screen PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, In-App Purchases, Steam Turn Notifications, Remote Play on Tablet, Remote Play Together, Family Sharing",10,3.9,3,72,23510.0,21,10,2016,1410.36,Strategy,Single-player,0.8375000000000001,0.028850238648574358,0.7499687460932617,0.5,0.5882352941176471,0.7905405405405405,0.8987341772151899,0.07678713430722177,0.28603066439522995,552,36,7,4,8
Katy and Bob: Safari Cafe,89,0.18,2017-10-15,Creobit,"Strategy, Management, Adventure, Simulation",win,"English, French, German, Russian",4.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0,3.75,3,8,195.4,15,10,2017,0.98,Strategy,Single-player,0.8625,1.930997507877334e-05,0.06238279784973122,0.5,0.0,0.7567567567567567,0.08860759493670886,0.000637913764941826,0.00019875070982396367,343,36,7,0,8
Liquor Store Simulator,91,0.11,2025-05-02,Tovarishch Games,"Simulation, Management",win,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Spanish - Latin America, Traditional Chinese, Simplified Chinese, Korean, Polish, Portuguese - Portugal, Russian, Turkish, Japanese",3.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,1.91,2,17,12.4,2,5,2025,0.05,Simulation,Single-player,0.8875,1.1358808869866671e-05,0.049881235154394306,0.25,1.0,0.3423423423423423,0.20253164556962025,4.020643308808498e-05,1.014034233795733e-05,1580,31,7,0,9
Ravenfield,97,70.18,2017-05-18,SteelRaven7,"FPS, War","win, mac, linux",English,9.29,"Single-player, Steam Workshop, Includes level editor, Family Sharing",10,3.72,3,27,2420.0,18,5,2017,22.48,FPS,Single-player,0.9625000000000001,0.007970476183985444,0.11613951743967996,0.5,0.5882352941176471,0.75,0.3291139240506329,0.007903813931290636,0.004559097915145615,1424,14,7,4,8
Tower Dominion,83,1.62,2025-05-08,Parallel 45 Games,"Building, Strategy, Roguelike",win,"English, French, German, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Spanish - Spain, Polish",9.29,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,2.29,2,30,92.1,8,5,2025,0.86,Building,Single-player,0.7875000000000001,0.0001828768228048534,0.11613951743967996,0.25,0.0,0.4279279279279279,0.36708860759493667,0.0003005194076713809,0.00017441388821286608,1122,6,7,0,9
A Total War Saga: THRONES OF BRITANNIA,69,11.67,2018-05-03,CREATIVE ASSEMBLY,"Strategy, Turn-Based, Tactical, Action","win, mac, linux","English, French, Italian, German, Spanish - Spain, Czech, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish",18.99,"Single-player, Online PvP, LAN PvP, Online Co-op, LAN Co-op, Steam Achievements, Family Sharing",17,3.95,3,37,746.5,3,5,2018,14.18,Strategy,Single-player,0.6125,0.001324437114226454,0.23740467558444803,0.5,1.0,0.8018018018018017,0.45569620253164556,0.002437894697098092,0.0028758010870446986,259,36,7,4,8
Kena: Bridge of Spirits,92,14.45,2022-09-27,Ember Lab,"Souls-like, Action, Adventure",win,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Korean",18.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,3.66,3,20,874.0,27,9,2022,16.6,Souls-like,Single-player,0.9000000000000001,0.0016402120008087472,0.23740467558444803,0.5,0.7647058823529411,0.7364864864864864,0.24050632911392406,0.0028543301332256982,0.0033665936562018335,503,32,7,0,9
Drug Dealer Simulator 2,71,4.58,2024-06-20,Byterunners,"Open World, Simulation, RPG, Sandbox",win,"English, French, Italian, German, Polish, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese, Turkish, Czech, Romanian, Hungarian, Slovak, Korean",12.49,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,2.48,4,62,335.8,20,6,2024,4.19,Open World,Single-player,0.6375000000000001,0.0005190975653529068,0.1561445180647581,0.75,1.0,0.4707207207207207,0.7721518987341772,0.001096482668724696,0.0008497606879208243,247,21,7,0,9
Iron Harvest,74,10.9,2020-09-01,KING Art,"Strategy, Building, War",win,"English, French, Italian, German, Spanish - Spain, Polish, Russian, Czech, Korean, Portuguese - Brazil, Simplified Chinese, Traditional Chinese, Turkish",22.99,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Remote Play on TV, Family Sharing",13,3.17,3,25,1900.0,1,9,2020,43.68,Strategy,Single-player,0.675,0.0012369742859284806,0.2874109263657957,0.5,0.7647058823529411,0.6261261261261261,0.3037974683544304,0.006205410583946673,0.008858603066439524,790,36,7,0,9
Ten Dates,78,0.44,2023-02-14,Wales Interactive,"Simulation, Visual Novel","win, mac","English, Russian, Simplified Chinese, Turkish, French, German, Spanish - Spain",8.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,1.74,1,2,59.8,14,2,2023,0.51,Simulation,Single-player,0.7250000000000001,4.8842878140426685e-05,0.10613826728341043,0.0,0.7647058823529411,0.304054054054054,0.012658227848101266,0.00019502243051905394,0.00010343149184716476,1658,31,7,3,9
Dread Dawn,72,1.82,2024-10-01,Kioop,"Survival, Sandbox, RPG",win,"English, Simplified Chinese, Spanish - Spain, Spanish - Latin America, Japanese, Russian",10.49,"Single-player, Family Sharing",13,2.81,2,38,77.4,1,10,2024,0.81,Survival,Single-player,0.65,0.00020559444054458673,0.13114139267408426,0.25,0.7647058823529411,0.545045045045045,0.46835443037974683,0.00025250685150608043,0.00016427354587490874,819,37,7,0,9
Fantasy Map Simulator,89,2.67,2024-09-04,The Stranger,"Early Access, Sandbox, War, Simulation, Strategy",win,"English, French, German, Spanish - Spain, Russian, Japanese, Polish, Simplified Chinese, Portuguese - Brazil, Portuguese - Portugal, Spanish - Latin America, Traditional Chinese, Korean, Turkish",4.49,"Single-player, Steam Workshop, Family Sharing",0,2.79,4,10,353.8,4,9,2024,1.59,Early Access,Single-player,0.8625,0.00030214431593845347,0.05613201650206276,0.75,0.0,0.5405405405405405,0.1139240506329114,0.001155273553825064,0.0003224628863470431,1547,13,7,0,9
The Final Station,87,6.18,2016-08-30,DO MY BEST,"Pixel Graphics, Survival, 2D, Shooter","win, mac, linux","English, Russian, Italian, German, Spanish - Spain, Polish, Portuguese - Portugal, Portuguese - Brazil, French, Simplified Chinese",7.99,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Remote Play on TV, Family Sharing",13,3.6,3,6,1400.0,30,8,2016,11.19,Pixel Graphics,Single-player,0.8375000000000001,0.0007008385072707735,0.09988748593574197,0.5,0.7647058823529411,0.7229729729729729,0.06329113924050633,0.0045723304422697845,0.00226940861523485,377,22,7,4,8
Twelve Minutes,72,6.82,2021-08-19,Luis Antonio,"Adventure, Puzzle, Story Rich",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Portuguese - Portugal, Turkish",12.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,3.2,4,7,602.0,19,8,2021,7.82,Adventure,Single-player,0.65,0.0007735348840379203,0.16239529941242656,0.75,1.0,0.6328828828828829,0.0759493670886076,0.001965934536153471,0.0015859495416565264,893,3,7,0,9
Mirages,76,0.22,2023-07-12,漫森游戏工作室,"Horror, RPG, Anime",win,"English, Simplified Chinese",11.68,"Single-player, Family Sharing",13,2.23,2,7,45.0,12,7,2023,0.53,Horror,Single-player,0.7000000000000001,2.385349862672001e-05,0.1460182522815352,0.25,0.7647058823529411,0.4144144144144144,0.0759493670886076,0.00014668325832541807,0.00010748762878234769,1800,17,7,0,9
DREDGE,95,36.88,2023-03-30,Black Salt Games,"Adventure, RPG, Open World, Simulation, Horror","win, mac","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Russian, Simplified Chinese, Traditional Chinese, Portuguese - Brazil, Polish",12.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",10,3.84,2,15,2370.0,30,3,2023,29.6,Adventure,Single-player,0.9375,0.004187992830319841,0.1561445180647581,0.25,0.5882352941176471,0.7770270270270269,0.1772151898734177,0.007740505917122947,0.006003082664070739,194,3,7,3,9
Just Cause 2,90,40.24,2010-03-23,Avalanche Studios,"Open World, Action, Sandbox",win,"English, French, German, Italian, Spanish - Spain, Polish, Russian",11.99,"Single-player, Steam Achievements, Steam Cloud, Remote Play on TV, Family Sharing",17,3.82,3,41,10300.0,23,3,2010,123.5,Open World,Single-player,0.875,0.004569648808347362,0.14989373671708964,0.5,1.0,0.7725225225225224,0.5063291139240507,0.03364115696411839,0.025046645574754604,128,21,7,0,7
PAW Patrol World,92,0.08,2023-09-29,3DClouds,"Sandbox, Driving, Action, Adventure",win,"English, French, Italian, German, Spanish - Spain, Arabic, Danish, Dutch, Finnish, Norwegian, Polish, Portuguese - Brazil, Simplified Chinese, Spanish - Latin America, Swedish, Traditional Chinese",39.99,"Single-player, Shared/Split Screen Co-op, Steam Achievements, Remote Play Together, Family Sharing",0,3.75,5,17,31.0,29,9,2023,1.24,Sandbox,Single-player,0.9000000000000001,7.95116620890667e-06,0.49993749218652334,1.0,0.0,0.7567567567567567,0.20253164556962025,0.00010095701435846521,0.0002514804899813418,15,28,7,0,9
Idling to Rule the Gods,85,1.91,2016-05-27,Shugasu GmbH,"Simulation, Strategy","win, mac, linux",English,0.0,"Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Leaderboards",0,2.46,3,75,520.4,27,5,2016,0.0,Simulation,Single-player,0.8125,0.00021581736852746672,0.0,0.5,0.0,0.4662162162162161,0.9367088607594937,0.0016994158570318029,0.0,1350,31,7,4,8
Visage,86,7.83,2020-10-30,SadSquare Studio,"Horror, Simulation",win,"English, French, Italian, Spanish - Spain, Arabic, Bulgarian, Dutch, Greek, Portuguese - Portugal, Portuguese - Brazil, Russian, Spanish - Latin America, Swedish, Ukrainian, German, Japanese, Korean, Simplified Chinese, Turkish, Hungarian, Polish",34.99,"Single-player, Steam Achievements, Steam Cloud, Remote Play on TV, Family Sharing",17,3.39,4,10,676.9,30,10,2020,23.68,Horror,Single-player,0.825,0.0008882588536235736,0.4374296787098388,0.75,1.0,0.6756756756756757,0.1139240506329114,0.002210569941376669,0.0048024661312565916,1311,17,7,0,9
Windblown,89,7.46,2024-10-24,Motion Twin,"Early Access, Action, Roguelike",win,"English, French, Simplified Chinese, Spanish - Spain, Korean, Japanese, Portuguese - Brazil, German, Russian",14.99,"Single-player, Online Co-op, Steam Achievements, Family Sharing",0,2.8,4,38,515.0,24,10,2024,7.72,Early Access,Single-player,0.8625,0.0008462312608050669,0.1873984248031004,0.75,0.0,0.5427927927927927,0.46835443037974683,0.0016817785915016926,0.0015656688569806116,990,13,7,0,9
Karos,66,1.13,2014-12-24,Galaxy Gate,"RPG, Action",win,"English, Russian, German, Turkish, Spanish - Spain, French, Polish, Portuguese - Portugal, Portuguese - Brazil, Spanish - Latin America",0.0,"MMO, In-App Purchases, Commentary available",0,1.78,2,14,516.0,24,12,2014,0.0,RPG,MMO,0.5750000000000001,0.0001272186593425067,0.0,0.25,0.0,0.31306306306306303,0.16455696202531644,0.0016850447517850465,0.0,609,25,2,0,8
Imperiums: Greek Wars,84,0.42,2020-07-30,Kube Games,"Turn-Based, Strategy, War, Simulation",win,"English, French, German, Spanish - Spain, Czech, Russian, Japanese, Polish, Italian, Simplified Chinese",14.99,"Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play Together, Family Sharing",0,1.7,5,40,91.0,30,7,2020,1.36,Turn-Based,Single-player,0.8,4.657111636645335e-05,0.1873984248031004,1.0,0.0,0.29504504504504503,0.4936708860759494,0.0002969266313596917,0.0002758173115924394,835,39,7,0,9
Shotgun King: The Final Checkmate,93,5.08,2022-05-12,PUNKCAKE Delicieux,"Turn-Based, Strategy, Roguelike",win,"English, French, Spanish - Spain, Simplified Chinese, Korean, Russian, Ukrainian, German, Japanese, Polish, Catalan, Dutch, Romanian, Vietnamese, Italian, Portuguese - Brazil, Spanish - Latin America",8.99,"Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing",10,3.12,3,6,1010.0,12,5,2022,9.08,Turn-Based,Single-player,0.9125000000000001,0.0005758916097022402,0.11238904863107889,0.5,0.5882352941176471,0.6148648648648648,0.06329113924050633,0.0032985279317618117,0.001841486168573051,1117,39,7,0,9
Amenti,77,1.21,2025-01-05,DarkPhobia Games,"Horror, Adventure, Simulation",win,English,3.99,"Single-player, Family Sharing",17,3.5,2,3,65.2,5,1,2025,0.26,Horror,Single-player,0.7125,0.00013630570643840005,0.049881235154394306,0.25,1.0,0.7004504504504504,0.025316455696202535,0.00021265969604916435,5.2729780157378115e-05,398,17,7,0,9
Hello Neighbor: Hide and Seek,87,0.76,2019-12-10,Dynamic Pixels,"Adventure, Horror",win,"English, French, Italian, German, Spanish - Spain, Arabic, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Traditional Chinese, Turkish",14.99,"Single-player, Remote Play on TV, Family Sharing",10,2.0,4,20,675.6,10,12,2019,10.13,Adventure,Single-player,0.8375000000000001,8.519106652400003e-05,0.1873984248031004,0.75,0.5882352941176471,0.3626126126126126,0.24050632911392406,0.002206323933008309,0.0020544333576701553,474,3,7,0,8
Sally Face - Episode One,97,20.9,2016-12-15,Portable Moose,"Story Rich, Horror, Puzzle","win, mac, linux","English, Russian, Italian, German, Traditional Chinese, Portuguese - Brazil, French, Spanish - Spain",1.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",17,3.41,2,11,1150.0,15,12,2016,2.29,Story Rich,Single-player,0.9625000000000001,0.002372855172915147,0.024878109763720464,0.25,1.0,0.6801801801801801,0.12658227848101264,0.0037557903714313403,0.0004644276790784457,1165,35,7,4,8
Ratty Catty,67,1.12,2017-07-21,Kerim Kumbasar,"Simulation, Cute",win,"English, Turkish, Korean, Russian",2.49,"Single-player, Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Steam Leaderboards, Family Sharing",0,3.5,5,55,98.5,21,7,2017,0.25,Simulation,Single-player,0.5875,0.00012608277845552006,0.031128891111388928,1.0,0.0,0.7004504504504504,0.6835443037974683,0.0003214228334848451,5.070171168978665e-05,811,31,7,0,8
to a T,98,0.06,2025-05-28,uvula LLC,"Adventure, Puzzle",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Portuguese - Portugal, Simplified Chinese, Spanish - Latin America, Traditional Chinese",9.49,"Single-player, Steam Achievements, Family Sharing",0,2.1,1,4,0.38,28,5,2025,0.0,Adventure,Single-player,0.9750000000000001,5.6794044349333354e-06,0.11863982997874735,0.0,0.0,0.3851351351351351,0.0379746835443038,9.47186482172595e-07,0.0,1784,3,7,0,9
The House of Da Vinci 2,91,1.78,2020-05-29,Blue Brain Games,"Adventure, Strategy, Puzzle","win, mac","English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Polish, Russian, Turkish, Simplified Chinese, Czech, Japanese, Slovak",10.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.5,2,4,166.7,29,5,2020,1.75,Adventure,Single-player,0.8875,0.00020105091699664006,0.13114139267408426,0.25,0.7647058823529411,0.7004504504504504,0.0379746835443038,0.0005441749648095725,0.00035491198182850654,212,3,7,3,9
