game_name,reviews_like_rate,all_reviews_number_k,release_date,developer,user_defined_tags,supported_os,supported_languages,price,other_features,age_restriction,rating,difficulty,length,estimated_downloads_k,day,month,year,total_revenue_million,main_tag,main_feature,reviews_like_rate_MinMax,all_reviews_number_MinMax,price_MinMax,difficulty_MinMax,age_restriction_MinMax,rating_MinMax,length_MinMax,estimated_downloads_MinMax,total_revenue_MinMax,developer_Cod,main_tag_Cod,main_feature_Cod,supported_os_Cod,generation
Back 4 Blood,68,51.64,2021-10-12,Turtle Rock Studios,"FPS, Action, Horror",win,"English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish",59.99,"Single-player, Online PvP, Online Co-op, HDR available, Family Sharing",17,3.23,4,21,4650.0,12,10,2021,278.95,FPS,Single-player,0.6000000000000001,0.0058645530195121,0.7499687460932617,0.75,1.0,0.6396396396396395,0.2531645569620253,0.0151873513631695,0.0565729699034639,1594,14,7,0,9
Kingdom Come: Deliverance II,93,75.73,2025-02-04,Warhorse Studios,"RPG, Open World, Realistic, Combat",win,"English, Italian, French, German, Spanish - Spain, Czech, Japanese, Korean, Polish, Portuguese - Brazil, Simplified Chinese, Traditional Chinese, Turkish, Russian, Ukrainian",44.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,4.21,3,77,3240.0,4,2,2025,145.77,RPG,Single-player,0.9125,0.008600890076263,0.5624453056632079,0.5,1.0,0.8603603603603602,0.9620253164556962,0.0105820653636407,0.0295631540520808,1664,25,7,0,9
Monster Train 2,95,2.41,2025-05-21,Shiny Shoe,"Strategy, Card Game, Roguelike, Turn-Based",win,"English, French, German, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Spain, Japanese, Korean, Traditional Chinese",12.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",10,4.5,4,42,158.0,21,5,2025,1.97,Strategy,Single-player,0.9375,0.0002726114128768,0.1561445180647581,0.75,0.5882352941176471,0.9256756756756755,0.5189873417721519,0.0005157593703443,0.0003995294881155,1344,36,7,0,9
Legacy of Kain™ Soul Reaver 1&2 Remastered,91,2.3,2024-12-10,Aspyr,"Action, Adventure, Fantasy, Combat, Platformer",win,"English, French, Italian, German, Spanish - Spain, Japanese, Russian, Simplified Chinese",14.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,4.0,2,21,467.0,10,12,2024,7.0,Action,Single-player,0.8875,0.0002601167231199,0.1873984248031004,0.25,1.0,0.813063063063063,0.2531645569620253,0.0015250028979007,0.001419647927314,119,2,7,0,9
Vampire Survivors,98,237.36,2022-10-20,poncle,"Action, Roguelike, Pixel Graphics, 2D, RPG","win, mac","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Turkish, Ukrainian",3.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",13,3.95,3,42,10080.0,20,10,2022,35.18,Action,Single-player,0.975,0.0269601328526285,0.0436304538067258,0.5,0.7647058823529411,0.8018018018018017,0.5189873417721519,0.0329226017017805,0.0071347448689867,1763,2,7,3,9
Underground Garage,75,0.43,2024-11-07,BeardedBrothers.games,"Simulation, Driving, Open World",win,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Simplified Chinese, Traditional Chinese, Turkish",12.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",10,2.69,3,19,37.6,7,11,2024,0.47,Simulation,Single-player,0.6875,4.770699725344002e-05,0.1561445180647581,0.5,0.5882352941176471,0.518018018018018,0.2278481012658227,0.0001225136722286,9.53192179767989e-05,162,31,7,0,9
Sons Of The Forest,87,224.83,2024-02-22,Endnight Games Ltd,"Survival, Open World",win,"English, French, Italian, German, Spanish - Spain, Czech, Finnish, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish",14.99,"Single-player, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",13,3.93,3,31,11970.0,22,2,2024,179.43,Survival,Single-player,0.8375000000000001,0.0255368741012342,0.1873984248031004,0.5,0.7647058823529411,0.7972972972972973,0.3797468354430379,0.0390956446373191,0.0363896325139936,510,37,7,0,9
The Walking Dead: The Final Season,94,15.32,2018-08-14,Telltale Games,"Story Rich, Adventure, Survival, Visual Novel, Horror",win,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",10.49,"Single-player, Steam Achievements, Family Sharing",17,3.03,2,18,1520.0,14,8,2018,15.94,Story Rich,Single-player,0.925,0.0017390336379765,0.1311413926740842,0.25,1.0,0.5945945945945945,0.2151898734177215,0.0049642696762722,0.0032327411373407,1527,35,7,0,8
Taxi Life: A City Driving Simulator,61,2.71,2024-03-07,Simteract,"Driving, Simulation, Open World",win,"English, French, Italian, German, Spanish - Spain, Arabic, Dutch, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Catalan",19.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",10,2.5,1,4,178.8,7,3,2024,3.57,Driving,Single-player,0.5125000000000001,0.0003066878394864,0.2499062382797849,0.0,0.5882352941176471,0.4752252252252251,0.0379746835443038,0.0005836955042381,0.0007240204429301,1359,12,7,0,9
The Evil Within,84,19.03,2014-10-14,Tango Gameworks,"Survival, Horror, Stealth, Shooter",win,"English, French, Italian, German, Spanish - Spain, Polish, Russian",11.99,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Remote Play on TV, Family Sharing",17,3.56,4,21,2450.0,14,10,2014,29.38,Survival,Single-player,0.8,0.0021604454470486,0.1498937367170896,0.75,1.0,0.7139639639639639,0.2531645569620253,0.0080017987397912,0.0059584651577837,1501,37,7,0,8
Apocalypse Party,72,4.29,2023-12-01,Breaker Games,"Action, Roguelike, Combat, Strategy",win,"English, Simplified Chinese, Traditional Chinese, Korean, Russian, Japanese",5.79,"Single-player, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",17,3.06,3,15,129.8,1,12,2023,0.75,Action,Single-player,0.65,0.0004861570196302,0.0723840480060007,0.5,1.0,0.6013513513513513,0.1772151898734177,0.0004236536503538,0.0001521051350693,230,2,7,0,9
Call of Duty®: Modern Warfare® III,32,11.96,2023-11-10,Sledgehammer Games,"Action, FPS",win,"English, French, Italian, German, Spanish - Spain, Korean, Polish, Russian, Traditional Chinese, Japanese, Spanish - Latin America, Arabic, Simplified Chinese, Portuguese - Brazil, Thai",69.99,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Captions available, In-App Purchases",17,3.3,2,23,70450.0,10,11,2023,4930.8,Action,Single-player,0.15,0.001357377659949,0.8749843730466308,0.25,1.0,0.6554054054054053,0.2784810126582278,0.230100698007848,1.0,1373,2,7,0,9
Vampyr,77,17.08,2018-06-05,DONTNOD Entertainment,"RPG, Story Rich, Action, Open World",win,"English, French, German, Spanish - Spain, Portuguese - Brazil, Russian, Polish, Italian, Simplified Chinese",27.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",17,3.38,3,28,2360.0,5,6,2018,66.06,RPG,Single-player,0.7125,0.0019389486740862,0.3499187398424803,0.5,1.0,0.6734234234234233,0.3417721518987341,0.0077078443142894,0.0133974202969092,379,25,7,0,8
Oddsparks: An Automation Adventure,87,1.16,2025-05-27,Massive Miniteam,"Building, Simulation, Automation, Management",win,"English, French, German, Japanese, Simplified Chinese",14.99,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",10,3.12,3,43,106.0,27,5,2025,1.59,Building,Single-player,0.8375000000000001,0.0001306263020034,0.1873984248031004,0.5,0.5882352941176471,0.6148648648648648,0.5316455696202532,0.0003459190356099,0.000322462886347,927,6,7,0,9
Street Fighter™ 6,84,35.4,2023-06-02,"CAPCOM Co., Ltd.","Fighting, Action",win,"English, Japanese, French, Italian, German, Spanish - Spain, Arabic, Portuguese - Brazil, Polish, Russian, Simplified Chinese, Traditional Chinese, Korean, Spanish - Latin America",29.99,"Single-player, Online PvP, Shared/Split Screen PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Family Sharing",13,4.05,3,54,2620.0,2,6,2023,78.57,Fighting,Single-player,0.8,0.0040198824590458,0.3749218652331541,0.5,0.7647058823529411,0.8243243243243242,0.6708860759493671,0.0085570459879613,0.0159345339498661,251,16,7,0,9
Planet Zoo,91,72.73,2019-11-05,Frontier Developments,"Management, Simulation, Building, Sandbox",win,"English, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Simplified Chinese, Traditional Chinese, Italian, Czech, Danish, Dutch, Norwegian, Polish, Russian, Spanish - Latin America, Swedish",20.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, HDR available, Family Sharing",10,3.53,3,49,4770.0,5,11,2019,100.12,Management,Single-player,0.8875,0.008260125810167,0.2624078009751219,0.5,0.5882352941176471,0.7072072072072071,0.6075949367088608,0.015579290597172,0.0203050214975257,588,20,7,0,8
Dead Cells,97,143.26,2018-08-07,Motion Twin,"Adventure, Action, Roguelike, 2D, Souls-like, Combat","win, mac, linux","English, French, Simplified Chinese, Italian, German, Spanish - Spain, Japanese, Portuguese - Portugal, Russian, Turkish, Korean, Traditional Chinese, Portuguese - Brazil",12.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",13,3.93,4,36,7220.0,7,8,2018,90.18,Adventure,Single-player,0.9625,0.016271493706084,0.1561445180647581,0.75,0.7647058823529411,0.7972972972972973,0.4430379746835443,0.0235813832913887,0.0182891214407398,990,3,7,4,8
Raft,93,294.81,2022-06-20,Redbeet Interactive,"Open World, Survival",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Swedish",19.99,"Single-player, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",13,3.34,3,29,18090.0,20,6,2022,361.62,Open World,Single-player,0.9125,0.0334857685483669,0.2499062382797849,0.5,0.7647058823529411,0.6644144144144143,0.3544303797468354,0.0590845455714443,0.0733390119250426,1240,21,7,0,9
Evil West,74,7.97,2022-11-22,Flying Wild Hog,"Combat, Action, Adventure ,RPG",win,"English, Polish, French, Italian, German, Spanish - Spain, Simplified Chinese, Traditional Chinese, Korean, Portuguese - Brazil, Russian, Czech",34.99,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,3.18,3,16,926.0,22,11,2022,32.4,Combat,Single-player,0.675,0.0009041611860413,0.4374296787098388,0.5,1.0,0.6283783783783784,0.1898734177215189,0.00302417046796,0.0065709418349963,571,9,7,0,9
The Forest,95,533.05,2018-04-30,Endnight Games Ltd,"Survival, Open World, Crafting, Adventure, Simulation",win,"English, French, German, Czech, Finnish, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Italian, Spanish - Spain",10.49,"Single-player, Online Co-op, LAN Co-op, Tracked Controller Support, VR Supported, Steam Cloud, Family Sharing",13,3.61,3,16,31310.0,30,4,2018,328.44,Survival,Single-player,0.9375,0.0605469947999373,0.1311413926740842,0.5,0.7647058823529411,0.7252252252252251,0.1898734177215189,0.1022631845173812,0.0666098807495741,510,37,7,0,8
FINAL FANTASY VII REMAKE INTERGRADE,88,31.36,2022-06-17,Square Enix,"Action, JRPG",win,"English, French, Italian, German, Spanish - Spain, Spanish - Latin America, Portuguese - Brazil, Simplified Chinese, Traditional Chinese, Japanese, Korean",31.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,4.03,3,48,1590.0,17,6,2022,50.86,Action,Single-player,0.8500000000000001,0.0035609865807032,0.3999249906238279,0.5,0.7647058823529411,0.8198198198198198,0.5949367088607596,0.005192900896107,0.0103147562261701,1410,2,7,0,9
The Quarry,82,11.63,2022-06-10,Supermassive Games,"Horror, Visual Novel",win,"English, French, Italian, German, Spanish - Spain, Danish, Finnish, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Traditional Chinese, Turkish, Dutch",59.99,"Single-player, Shared/Split Screen Co-op, Steam Achievements, Family Sharing",17,3.55,2,14,2100.0,10,6,2022,125.98,Horror,Single-player,0.7750000000000001,0.0013198935906785,0.7499687460932617,0.25,1.0,0.7117117117117115,0.1645569620253164,0.0068586426406174,0.0255496065547172,1472,17,7,0,9
Chained Together,90,45.2,2024-06-19,Anegar Games,"Adventure, Platformer, Simulation",win,English,2.99,"Single-player, Online Co-op, Shared/Split Screen Co-op, Remote Play Together, Family Sharing",0,3.21,3,5,7360.0,19,6,2024,22.01,Adventure,Single-player,0.875,0.0051330457282927,0.0373796724590573,0.5,0.0,0.6351351351351351,0.050632911392405,0.0240386457310582,0.0044637786971688,90,3,7,0,9
Hunt: Showdown 1896,73,192.51,2019-08-27,Crytek,"Open World, FPS, Tactical, Horror",win,"English, French, Italian, German, Spanish - Spain, Russian, Simplified Chinese, Polish, Turkish, Japanese, Portuguese - Brazil",14.99,"Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Leaderboards, Remote Play on Tablet, Remote Play on TV",17,3.0,2,80,11640.0,27,8,2019,174.48,Open World,Online PvP,0.6625000000000001,0.0218657070744933,0.1873984248031004,0.25,1.0,0.5878378378378378,1.0,0.0380178117438124,0.0353857386225359,354,21,4,0,8
DEVOUR,91,63.97,2021-01-28,Straight Back Games,"Horror, Survival","win, mac","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Russian, Simplified Chinese, Spanish - Latin America, Turkish, Thai, Portuguese - Portugal, Czech, Dutch, Finnish, Norwegian, Portuguese - Brazil, Romanian, Hungarian, Slovak, Ukrainian",5.79,"Single-player, Online Co-op, Steam Achievements, Tracked Controller Support, VR Supported, Steam Trading Cards, Steam Cloud, Family Sharing",17,2.92,4,14,6730.0,28,1,2021,38.97,Horror,Single-player,0.8875,0.0072650941531667,0.0723840480060007,0.75,1.0,0.5698198198198198,0.1645569620253164,0.0219809647525454,0.0079033828182039,1435,17,7,3,9
Pummel Party,89,42.73,2018-09-20,Rebuilt Games,"Action, Adventure",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Russian, Simplified Chinese, Traditional Chinese, Portuguese - Brazil",7.99,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Steam Workshop, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",17,3.33,3,10,7040.0,20,9,2018,56.25,Action,Single-player,0.8625,0.004852483149207,0.0998874859357419,0.5,1.0,0.6621621621621621,0.1139240506329114,0.022993474440385,0.0114078851302019,1227,2,7,0,8
JudgeSim,85,0.86,2024-07-17,DelusionArt Studio,"Simulation, 2D",win,"English, Turkish, German, Spanish - Spain, Simplified Chinese, Japanese, Russian, French, Italian",3.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,3.66,2,7,92.0,17,7,2024,0.32,Simulation,Single-player,0.8125,9.65498753938667e-05,0.0436304538067258,0.25,0.0,0.7364864864864864,0.0759493670886076,0.000300192791643,6.489819096292691e-05,418,31,7,0,9
Gang Beasts,85,48.71,2017-12-12,Boneloaf,"Action, Adventure, Simulation","win, mac, linux","English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Japanese, Korean, Simplified Chinese, Traditional Chinese",8.99,"Online PvP, Shared/Split Screen PvP, Steam Achievements, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",10,3.51,3,14,5230.0,12,12,2017,47.02,Action,Online PvP,0.8125,0.005531739919625,0.1123890486310788,0.5,0.5882352941176471,0.7027027027027026,0.1645569620253164,0.0170817243275147,0.009535977934615,223,2,4,4,8
Assassin's Creed Valhalla,70,28.62,2022-12-06,Ubisoft Montreal,"Open World, Action, Adventure, RPG",win,"English, French, Italian, German, Spanish - Spain, Arabic, Simplified Chinese, Traditional Chinese, Korean, Spanish - Latin America, Japanese, Polish, Portuguese - Brazil, Russian",47.99,"Single-player, Steam Achievements, Captions available, In-App Purchases, HDR available",17,3.3,3,78,1590.0,6,12,2022,76.3,Open World,Single-player,0.625,0.0032497552176688,0.5999499937492186,0.5,1.0,0.6554054054054053,0.9746835443037974,0.005192900896107,0.0154741624077228,1606,21,7,0,9
Tom Clancy's Ghost Recon® Wildlands,80,82.33,2017-03-07,Ubisoft Paris,"Open World, Shooter, Stealth, Tactical",win,"English, French, Italian, German, Spanish - Spain, Arabic, Simplified Chinese, Traditional Chinese, Korean, Japanese, Dutch, Polish, Portuguese - Brazil, Russian, Czech, Spanish - Latin America",39.99,"Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases",17,3.74,3,60,5880.0,7,3,2017,235.14,Open World,Single-player,0.75,0.0093505714616742,0.4999374921865233,0.5,1.0,0.7545045045045045,0.7468354430379747,0.0192047285116946,0.0476880019469457,1608,21,7,0,8
Dead Island Definitive Edition,82,21.68,2016-05-31,Techland,"Open World, Survival, Action, Crafting, RPG, Horror","win, linux","English, French, Italian, German, Spanish - Spain, Czech, Polish, Russian",14.99,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Stats, Remote Play on TV, Family Sharing",17,3.81,3,37,4470.0,31,5,2016,67.01,Open World,Single-player,0.7750000000000001,0.0024614538821001,0.1873984248031004,0.5,1.0,0.7702702702702702,0.4556962025316455,0.0145994425121658,0.0135900868013304,1522,21,7,1,8
The Walking Dead: Season Two,96,24.59,2013-12-17,Telltale Games,"Adventure, Story Rich, Survival, Horror","win, mac",English,7.99,"Single-player, Steam Achievements, Family Sharing",17,4.33,3,4,4050.0,17,12,2013,32.36,Adventure,Single-player,0.9500000000000002,0.0027919952202132,0.0998874859357419,0.5,1.0,0.8873873873873873,0.0379746835443038,0.0132276551931572,0.0065628295611259,1527,3,7,3,8
Call of Duty®,55,387.0,2022-10-28,Treyarch,"FPS, Action",win,"English, French, Italian, German, Spanish - Spain, Korean, Polish, Russian, Traditional Chinese, Japanese, Spanish - Latin America, Arabic, Simplified Chinese, Portuguese - Brazil, Thai",69.99,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Captions available, In-App Purchases",13,3.95,2,16,7620.0,28,10,2022,533.32,FPS,Single-player,0.4375,0.043957454445497,0.8749843730466308,0.25,0.7647058823529411,0.8018018018018017,0.1898734177215189,0.0248878474047302,0.108160947513588,1584,14,7,0,9
Risk of Rain 2,93,211.82,2020-08-11,Hopoo Games,"Shooter, Action, Roguelike",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Turkish",12.49,"Single-player, Online PvP, Online Co-op, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",13,4.0,4,50,12100.0,11,8,2020,151.13,Shooter,Single-player,0.9125,0.0240590930672645,0.1561445180647581,0.75,0.7647058823529411,0.813063063063063,0.6202531645569621,0.0395202454741551,0.0306501987507098,711,30,7,0,9
Football Life Simulator,73,0.81,2025-04-11,Ludu Arts,"Simulation, Sports",win,"English, Turkish, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Bulgarian, Danish, Indonesian, Dutch, Finnish, Japanese, Korean, Spanish - Latin America, Polish, Hungarian, Norwegian, Portuguese - Portugal, Romanian, Russian, Ukrainian, Vietnamese, Greek, Czech, Swedish",4.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,2.04,1,7,46.1,11,4,2025,0.23,Simulation,Single-player,0.6625000000000001,9.087047095893335e-05,0.0623827978497312,0.0,0.0,0.3716216216216216,0.0759493670886076,0.0001502760346371,4.664557475460372e-05,892,31,7,0,9
Days Gone,92,72.47,2021-05-18,Bend Studio,"Open World, Survival, Shooter, Story Rich, Action",win,"English, French, Italian, German, Spanish - Spain, Korean, Portuguese - Portugal, Portuguese - Brazil, Arabic, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Norwegian, Polish, Russian, Spanish - Latin America, Swedish, Traditional Chinese, Turkish, Japanese",39.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,3.69,3,54,3920.0,18,5,2021,156.76,Open World,Single-player,0.9000000000000001,0.0082305929071053,0.4999374921865233,0.5,1.0,0.7432432432432432,0.6708860759493671,0.0128030543563212,0.0317920012979638,170,21,7,0,9
The Elder Scrolls V: Skyrim Special Edition,94,188.9,2016-10-28,Bethesda Game Studios,"Open World, RPG, Adventure",win,"English, French, Italian, German, Spanish - Spain, Polish, Traditional Chinese, Russian, Japanese",23.99,"Single-player, Steam Achievements, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing",17,4.16,3,80,18290.0,28,10,2016,438.78,Open World,Single-player,0.925,0.0214556540742911,0.2999124890611326,0.5,1.0,0.8490990990990991,1.0,0.059737777628115,0.0889875882209783,180,21,7,0,8
Teardown,95,102.04,2022-04-21,Tuxedo Labs,"Sandbox, Simulation, Open World",win,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Russian, Simplified Chinese",19.99,"Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on Tablet, Family Sharing",13,4.02,3,24,3310.0,21,4,2022,66.17,Sandbox,Single-player,0.9375,0.0115893926899249,0.2499062382797849,0.5,0.7647058823529411,0.8175675675675674,0.2911392405063291,0.0108106965834754,0.0134197290500527,1595,28,7,0,9
Ben and Ed,82,3.72,2015-12-08,Sluggerfly,"Action, Platformer",win,English,5.79,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,3.15,4,22,390.7,8,12,2015,2.26,Action,Single-player,0.7750000000000001,0.000421411809072,0.0723840480060007,0.75,0.7647058823529411,0.6216216216216215,0.2658227848101265,0.0012757948682808,0.0004583434736756,1378,2,7,0,8
Cinema Simulator 2025,79,0.31,2025-02-17,HOGO Games,"Early Access, Simulation, Management",win,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Portuguese - Brazil, Japanese, Korean, Polish, Portuguese - Portugal, Russian, Turkish, Ukrainian, Hindi",5.99,"Single-player, Steam Achievements, Stats, Family Sharing",0,2.41,1,5,18.6,17,2,2025,0.11,Early Access,Single-player,0.7375,3.407642660960001e-05,0.0748843605450681,0.0,0.0,0.4549549549549549,0.050632911392405,6.04566268448784e-05,2.2308753143506125e-05,675,13,7,0,9
Cash Cleaner Simulator,87,2.36,2025-05-08,Mind Control Games,"Management, Simulation",win,"English, German, French, Spanish - Spain, Japanese, Russian, Simplified Chinese, Turkish, Traditional Chinese",7.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,2.69,2,8,223.1,8,5,2025,1.78,Management,Single-player,0.8375000000000001,0.0002669320084418,0.0998874859357419,0.25,0.0,0.518018018018018,0.0886075949367088,0.0007283864047907,0.0003609961872312,957,20,7,0,9
Graveyard Keeper,86,34.91,2018-08-15,Lazy Bear Games,"Pixel Graphics, Crafting, RPG, Simulation","win, mac, linux","English, French, German, Simplified Chinese, Spanish - Spain, Portuguese - Brazil, Korean, Japanese, Russian, Italian, Polish",10.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",13,3.64,3,54,3570.0,15,8,2018,37.45,Pixel Graphics,Single-player,0.825,0.0039642242955834,0.1311413926740842,0.5,0.7647058823529411,0.7319819819819819,0.6708860759493671,0.0116598982571474,0.00759511641113,858,22,7,4,8
DRAGON QUEST III HD-2D Remake,71,2.94,2024-11-14,Square Enix,"JRPG, Pixel Graphics, 2.5D",win,"English, French, Italian, German, Spanish - Spain, Spanish - Latin America, Simplified Chinese, Traditional Chinese, Japanese, Korean",49.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",10,3.29,3,41,311.0,14,11,2024,15.55,JRPG,Single-player,0.6375000000000001,0.000332813099887,0.6249531191398925,0.5,0.5882352941176471,0.6531531531531531,0.5063291139240507,0.0010154818936975,0.0031536464671047,1410,18,7,0,9
Satisfactory,97,195.66,2024-09-10,Coffee Stain Studios,"Building, Automation, Open World, Crafting, Simulation",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",18.99,"Single-player, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Remote Play on Tablet, Family Sharing",0,4.09,3,68,9920.0,10,9,2024,188.38,Building,Single-player,0.9625,0.0222235095538941,0.237404675584448,0.5,0.0,0.8333333333333333,0.8481012658227849,0.0324000160564439,0.038204753792488,318,6,7,0,9
Phasmophobia,96,625.57,2020-09-18,Kinetic Games,"Early Access, Horror",win,"English, Portuguese - Portugal, Spanish - Spain, Portuguese - Brazil, German, French, Italian, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Romanian, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Ukrainian, Catalan",10.49,"Single-player, Online Co-op, Steam Achievements, Tracked Controller Support, VR Supported, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing",13,3.54,3,43,22370.0,18,9,2020,234.66,Early Access,Single-player,0.9500000000000002,0.0710561647663379,0.1311413926740842,0.5,0.7647058823529411,0.7094594594594594,0.5316455696202532,0.0730637115841984,0.0475906546605013,818,13,7,0,9
The Precinct,85,4.17,2025-05-13,Fallen Tree Games Ltd,"Sandbox, Open World, Simulation",win,"English, French, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Korean, Traditional Chinese",14.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.75,3,30,256.2,13,5,2025,3.84,Sandbox,Single-player,0.8125,0.0004725264489864,0.1873984248031004,0.5,0.7647058823529411,0.7567567567567567,0.3670886075949366,0.0008364963101697,0.0007787782915551,542,28,7,0,9
Slay the Spire,97,157.35,2019-01-23,Mega Crit,"Roguelike, Turn-Based, Card Game, Strategy","win, mac, linux","English, Simplified Chinese, French, German, Korean, Russian, Japanese, Polish, Ukrainian, Spanish - Spain, Italian, Dutch, Traditional Chinese, Turkish, Thai, Portuguese - Brazil, Vietnamese",11.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",10,4.05,4,47,8440.0,23,1,2019,96.98,Roguelike,Single-player,0.9625,0.0178719498758482,0.1436429553694211,0.75,0.5882352941176471,0.8243243243243242,0.5822784810126582,0.0275660988370803,0.019668207998702,938,27,7,4,8
Last Epoch,79,99.04,2024-02-21,Eleventh Hour Games,"Action, Combat, RPG",win,"English, French, German, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Spain, Japanese",18.0,"Single-player, Online Co-op, In-App Purchases, Steam Cloud",10,3.89,3,44,21860.0,21,2,2024,393.48,Action,Single-player,0.7375,0.0112486284238289,0.2250281285160645,0.5,0.5882352941176471,0.7882882882882882,0.5443037974683544,0.071397969839688,0.079800438062789,500,2,7,0,9
